title,genres,rating
"Greatest Game Ever Played, The (2005)",Drama,3.5
Capote (2005),Crime|Drama,3.5
"Story of Vernon and Irene Castle, The (1939)",Musical|Romance|War,2
Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,3
Into the Blue (2005),Action|Adventure|Crime|Thriller,4
"Prize Winner of Defiance Ohio, The (2005)",Drama,3
MirrorMask (2005),Adventure|Children|Drama|Fantasy,4.5
Medea (1988),Drama,5
Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,4
Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,4.5
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,3
Dumplings (Gaau ji) (2004),Drama|Horror|Thriller,4
"All This, and Heaven Too (1940)",Drama|Romance,3.5
Bubble (2006),Crime|Drama|Mystery,4
Darwin's Nightmare (2004),Documentary,4
Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,3.5
No Direction Home: Bob Dylan (2005),Documentary,3
Hail the Conquering Hero (1944),Comedy,2
Angels in America (2003),Drama|Fantasy,3
Speak (2004),Drama,3
Bullets or Ballots (1936),Crime|Drama|Thriller,2.5
In Her Shoes (2005),Comedy|Drama,2.5
55 Days at Peking (1963),Drama|War,2
Freeze Frame (2004),Crime|Drama|Thriller,2
"Squid and the Whale, The (2005)",Comedy|Drama,1
Two for the Money (2005),Drama,4
Separate Lies (2005),Drama|Romance|Thriller,4
Star Wreck: In the Pirkinning (2005),Action|Comedy|Sci-Fi,2
Brokeback Mountain (2005),Drama|Romance,4.5
Elizabethtown (2005),Comedy|Drama|Romance,2.5
North Country (2005),Drama,3.5
"Good Night, and Good Luck. (2005)",Crime|Drama,3
Dreamer: Inspired by a True Story (2005),Children|Drama,3.5
Detective Story (1951),Crime|Drama|Film-Noir,1.5
"Proposition, The (2005)",Crime|Drama|Western,4.5
Dandelion (2004),Drama,3
C.S.A.: The Confederate States of America (2004),Comedy|Drama,3
Shopgirl (2005),Comedy|Drama|Romance,3.5
Where the Truth Lies (2005),Drama|Thriller,3
After School Special (a.k.a. Barely Legal) (2003),Comedy,4
Stay (2005),Thriller,3
"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,4
"Weather Man, The (2005)",Comedy|Drama,3.5
Saw II (2005),Horror|Thriller,5
Prime (2005),Comedy|Drama|Romance,2.5
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,3
Champion (1949),Drama|Film-Noir|Romance,5
Tarzan the Ape Man (1932),Action|Adventure,1.5
Tarzan and His Mate (1934),Action|Adventure,4
Manderlay (2005),Drama,2
South Central (1992),Action|Crime|Drama,1
Revolver (2005),Crime|Drama|Thriller,3
Jarhead (2005),Action|Drama|War,3
Holy Guests (Ha-Ushpizin) (2004),Drama,2.5
Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,3
Romance & Cigarettes (2005),Comedy|Drama|Musical|Romance,4
Dead Man's Shoes (2004),Crime|Thriller,3.5
Joyeux Noël (Merry Christmas) (2005),Drama|War,1
Night of the Lepus (1972),Horror|Sci-Fi|Thriller,4
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,2
Just Friends (2005),Comedy|Romance,3.5
Syriana (2005),Drama|Thriller,4
Derailed (2005),Drama|Thriller,3.5
Creep (2004),Horror|Thriller,4.5
Pride & Prejudice (2005),Drama|Romance,2.5
Wolf Creek (2005),Crime|Horror|Thriller,3.5
"Descent, The (2005)",Adventure|Drama|Horror|Thriller,3.5
Takeshis' (2005),Comedy|Drama,4
Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,4
Walk the Line (2005),Drama|Musical|Romance,3.5
Rent (2005),Drama|Musical|Romance,2.5
"Fists in the Pocket (Pugni in tasca, I) (1965)",Drama,3
Zathura (2005),Action|Adventure|Children|Fantasy,3
Lonesome Jim (2005),Drama|Romance,4.5
Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,3.5
Bee Season (2005),Drama,3
"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,4
"Yours, Mine and Ours (2005)",Comedy|Romance,3
"Libertine, The (2004)",Drama,3.5
"Wild Geese, The (1978)",Action|Adventure|Drama|War,4
Hondo (1953),Western,5
"Good Woman, A (2004)",Comedy|Drama|Romance,4.5
"Driver, The (1978)",Action|Crime|Film-Noir,3.5
Sounder (1972),Drama,3.5
Match Point (2005),Crime|Drama|Romance,3.5
"Deep, The (1977)",Adventure|Horror|Mystery|Thriller,3.5
"Dying Gaul, The (2005)",Drama|Romance,3
Paradise Now (2005),Crime|Drama|Thriller|War,2
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,4
King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,3.5
Memoirs of a Geisha (2005),Drama|Romance,3
"Family Stone, The (2005)",Comedy|Drama|Romance,3.5
"Promise, The (Wu ji) (2005)",Action|Drama|Fantasy,3.5
Kiss of Death (1947),Crime|Drama|Film-Noir,4.5
Havoc (2005),Crime|Drama|Romance,3
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama,3
Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976),Comedy,4
"Matador, The (2005)",Comedy|Drama|Thriller,4
7 Seconds (2005),Action|Crime|Thriller,3.5
8 Million Ways to Die (1986),Action|Adventure|Crime|Thriller,3
Beyond the Forest (1949),Drama|Film-Noir|Thriller,4
Mozart and the Whale (2005),Comedy|Drama|Romance,4
"Organization, The (1971)",Crime|Drama|Thriller,2.5
"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991)",Comedy|Romance,2
"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,4.5
"Aura, The (Aura, El) (2005)",Crime|Drama|Thriller,4
Munich (2005),Action|Crime|Drama|Thriller,2
"Producers, The (2005)",Comedy|Musical,3.5
Transamerica (2005),Adventure|Comedy|Drama,3.5
Rumor Has It... (2005),Comedy|Drama|Romance,3.5
Cheaper by the Dozen 2 (2005),Adventure|Comedy,5
Fun with Dick and Jane (2005),Comedy|Crime,2.5
"Ringer, The (2005)",Comedy,3.5
Casanova (2005),Action|Adventure|Comedy|Drama|Romance,4
Mrs. Henderson Presents (2005),Comedy|Drama,2.5
"White Countess, The (2005)",Drama,4
Dirty Love (2005),Comedy|Romance,3.5
"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)",Drama|Horror|Mystery,3.5
Richard Pryor: Live in Concert (1979),Comedy|Documentary,3.5
Keeping Mum (2005),Comedy|Crime,3.5
"Dentist, The (1996)",Horror|Thriller,2.5
"Personal History, Adventures, Experience, & Observation of David Copperfield the Younger, The (a.k.a. David Copperfield) (1935)",Adventure|Drama|Romance,4
"New World, The (2005)",Adventure|Drama|Romance,3
Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi,3.5
Lies My Father Told Me (1975),Children|Drama,3
We All Loved Each Other So Much (C'eravamo tanto amati) (1974),Comedy|Drama,4
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,4
49th Parallel (1941),Adventure|Drama|Thriller|War,4.5
Ted Bundy (2002),Crime|Drama|Thriller,3.5
District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,2
BloodRayne (2005),Action|Fantasy,3.5
Hostel (2005),Horror,2
Grandma's Boy (2006),Comedy,4
Tristan & Isolde (2006),Drama|Romance,3.5
Glory Road (2006),Drama,2.5
Last Holiday (2006),Comedy,1.5
Hoodwinked! (2005),Animation|Children|Comedy,2.5
Underworld: Evolution (2006),Action|Fantasy|Horror,4
Looking for Comedy in the Muslim World (2005),Comedy,2.5
Cul-de-sac (1966),Comedy|Crime|Drama|Thriller,3
"Ordeal, The (Calvaire) (2004)",Drama|Horror,3.5
Water (2005),Drama|Romance,3.5
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,3
Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984),Comedy,4.5
Matti: Hell Is for Heroes (Matti) (2006),Comedy|Drama,4.5
"World's Fastest Indian, The (2005)",Drama,2.5
Bandidas (2006),Action|Comedy|Crime|Western,2
Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama,1.5
"Bitter Tea of General Yen, The (1933)",Drama|Romance|War,4
Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),Drama|Romance,3.5
Annapolis (2006),Drama,3.5
Big Momma's House 2 (2006),Action|Comedy|Crime,3
"Dark, The (2005)",Horror|Mystery|Thriller,4
Julie (1956),Thriller,3
Bye Bye Birdie (1963),Comedy|Musical,3
"Comedians of Comedy, The (2005)",Comedy|Documentary,4
Final Destination 3 (2006),Horror|Mystery|Thriller,3
Something New (2006),Comedy|Drama|Romance,2
"Wind, The (1928)",Drama|Western,3
Imagine Me & You (2005),Comedy|Drama|Romance,2.5
"Mississippi Mermaid (Sirène du Mississipi, La) (1969)",Crime|Drama|Romance,1.5
Place Vendôme (1998),Crime|Drama,3
"Four Horsemen of the Apocalypse, The (1921)",Drama|Romance|War,3
"Call of Cthulhu, The (2005)",Horror|Thriller,3.5
"Pink Panther, The (2006)",Adventure|Comedy|Crime,2.5
"Business, The (2005)",Action|Comedy|Crime|Drama|Thriller,3.5
Firewall (2006),Crime|Drama|Thriller,3
"Great McGinty, The (1940)",Comedy,3
When a Stranger Calls (2006),Horror|Thriller,2.5
London (2005),Drama,4
Neil Young: Heart of Gold (2006),Documentary|Musical,3.5
Freedomland (2006),Crime|Drama,3.5
Eight Below (2006),Action|Adventure|Drama|Romance,3.5
Date Movie (2006),Comedy|Romance,3.5
Running Scared (2006),Action|Crime|Thriller,3.5
Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,2
Just My Luck (2006),Comedy|Romance,4
Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,4
16 Blocks (2006),Crime|Thriller,0.5
Bongwater (1997),Comedy|Romance,4
Election (Hak se wui) (2005),Crime|Drama|Thriller,3
Half Light (2006),Romance|Thriller,1
Failure to Launch (2006),Comedy|Romance,2
Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,1.5
"Big White, The (2005)",Comedy|Crime|Drama,3
Cyrano de Bergerac (1950),Drama|Romance,4
"Naked Spur, The (1953)",Western,3
V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,3.5
She's the Man (2006),Comedy|Romance,2.5
Thank You for Smoking (2006),Comedy|Drama,3
Find Me Guilty (2006),Comedy|Crime|Drama,3
Inside Man (2006),Crime|Drama|Thriller,2.5
Tsotsi (2005),Crime|Drama,4
Leprechaun 2 (1994),Comedy|Fantasy|Horror,2.5
Leprechaun 3 (1995),Comedy|Fantasy|Horror,3
Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi,3.5
Kummeli Stories (1995),Comedy,3
Stranger on the Third Floor (1940),Drama|Film-Noir,3
"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,1.5
"Personal Journey with Martin Scorsese Through American Movies, A (1995)",Documentary,2.5
"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,2.5
City on Fire (Lung fu fong wan) (1987),Action|Crime|Drama|Thriller,3.5
Resurrection (1980),Drama|Fantasy,1
They Call Me Mister Tibbs! (1970),Crime|Drama|Mystery,4
Take the Lead (2006),Drama,4
"Devil and Daniel Johnston, The (2005)",Documentary,3
"Trial of Joan of Arc, The (Procès de Jeanne d'Arc) (1962)",Drama|War,3.5
Mouchette (1967),Drama,4
Lucky Number Slevin (2006),Crime|Drama|Mystery,4
Volver (2006),Comedy|Drama,3
Akeelah and the Bee (2006),Drama,1
Larry the Cable Guy: Health Inspector (2006),Comedy,2
Stay Alive (2006),Horror|Sci-Fi|Thriller,3
Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,3.5
Brick (2005),Crime|Drama|Film-Noir|Mystery,4.5
This Film Is Not Yet Rated (2006),Documentary,3.5
Fragile (2005),Horror|Thriller,3.5
ATL (2006),Drama,5
"Brotherhood of Justice, The (1986)",Action|Drama|Thriller,3.5
Slither (2006),Comedy|Horror|Sci-Fi,4
"Benchwarmers, The (2006)",Comedy,1
Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,4
"Curse of the Werewolf, The (1961)",Drama|Horror|Romance,4
Dead Fish (2004),Action|Comedy|Drama|Thriller,4
Friends with Money (2006),Comedy|Drama|Romance,3
Keane (2004),Mystery|Thriller,3.5
Beauty and the Bastard (Tyttö sinä olet tähti) (2005),Drama|Musical|Romance,3
Magic (1978),Drama|Horror|Romance|Thriller,4
"Child, The (L'enfant) (2005)",Crime|Drama,1.5
Lacombe Lucien (1974),Drama,1
Where the Red Fern Grows (1974),Children|Drama,3.5
Scary Movie 4 (2006),Comedy|Horror,3.5
Hard Candy (2005),Drama|Thriller,3
Dead Birds (2004),Horror|War|Western,3.5
Shutter (2004),Fantasy|Horror|Mystery|Thriller,3.5
"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,4
Even Money (2006),Crime|Drama,2
"Sentinel, The (2006)",Crime|Drama|Thriller,2.5
Mirage (1965),Mystery|Thriller,3
"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,4
Silent Hill (2006),Fantasy|Horror|Thriller,3.5
American Dreamz (2006),Comedy|Drama,2.5
Irresistible (2006),Drama|Thriller,2.5
Mata Hari (1931),Drama|Romance,2.5
Kinky Boots (2005),Comedy|Drama,4
"Glass Key, The (1942)",Crime|Drama|Film-Noir|Mystery,3
"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,2.5
Mission: Impossible III (2006),Action|Adventure|Thriller,2.5
"Coast Guard, The (Hae anseon) (2002)",Drama,3.5
RV (2006),Adventure|Children|Comedy,3.5
United 93 (2006),Crime|Drama,5
"World, The (Shijie) (2004)",Drama,3.5
Soldier Blue (1970),Western,3.5
Footlight Parade (1933),Comedy|Musical|Romance,4
"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,2
Down in the Valley (2005),Drama|Romance,1
Over the Hedge (2006),Adventure|Animation|Children|Comedy,3.5
Art School Confidential (2006),Comedy|Drama,3.5
Poseidon (2006),Action|Adventure|Thriller|IMAX,2.5
"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,3.5
X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,1.5
"Break-Up, The (2006)",Comedy|Drama|Romance,1.5
Keeping Up with the Steins (2006),Comedy,3.5
Cars (2006),Animation|Children|Comedy,2
"Lost City, The (2005)",Drama,3
Tall in the Saddle (1944),Mystery|Romance|Western,4.5
Vera Cruz (1954),Adventure|Western,3.5
"Notorious Bettie Page, The (2005)",Drama,1.5
Game 6 (2005),Comedy|Drama,2.5
On a Clear Day (2005),Drama,4
"Omen, The (2006)",Horror|Thriller,3.5
"King, The (2005)",Drama,2.5
Nacho Libre (2006),Comedy,4
"Lake House, The (2006)",Drama|Fantasy|Romance,3
Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,3
"Seventh Victim, The (1943)",Drama|Film-Noir|Horror|Mystery,2.5
"Devil Wears Prada, The (2006)",Comedy|Drama,3
Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,4.5
"You, Me and Dupree (2006)",Comedy,2.5
Clerks II (2006),Comedy,2.5
Lady in the Water (2006),Drama|Fantasy|Mystery,3
My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,4
See No Evil (2006),Horror,3
Marie Antoinette (2006),Drama|Romance,2
Lady in the Lake (1947),Crime|Drama|Film-Noir|Mystery|Romance,3
Who Killed the Electric Car? (2006),Documentary,3.5
"Inconvenient Truth, An (2006)",Documentary,4
Hollow Man II (2006),Action|Horror|Sci-Fi|Thriller,3
Chuck Berry Hail! Hail! Rock 'n' Roll (1987),Documentary|Musical,2
Psych-Out (1968),Drama|Musical|Thriller,3.5
High School Musical (2006),Children|Comedy|Drama|Musical|Romance,3.5
Stoned (2005),Drama,1.5
Marked Woman (1937),Crime|Drama|Film-Noir,3.5
Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,1.5
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,1.5
Metal: A Headbanger's Journey (2005),Documentary,3
"Bribe, The (1949)",Drama|Film-Noir|Thriller,3
Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,2
"Road to Guantanamo, The (2006)",Drama|War,1.5
Leonard Cohen: I'm Your Man (2005),Documentary|Musical,3
Edmond (2005),Drama|Thriller,3
"OH in Ohio, The (2006)",Comedy,4
Little Miss Sunshine (2006),Adventure|Comedy|Drama,4.5
Curse of the Pink Panther (1983),Comedy|Crime|Mystery,2.5
Mimic: Sentinel (2003),Horror|Sci-Fi|Thriller,3
"Fallen Idol, The (1948)",Drama|Mystery|Thriller,4.5
Knock on Any Door (1949),Crime|Drama|Film-Noir,3
Babel (2006),Drama|Thriller,2
Strangers with Candy (2005),Comedy,4
Young Mr. Lincoln (1939),Drama,1.5
Three Times (2005),Drama|Romance,3
Wordplay (2006),Documentary,2
Army of Shadows (L'armée des ombres) (1969),Action|Drama|Thriller|War,2.5
"Purple Plain, The (1954)",Drama|War,2.5
Memento Mori (Yeogo goedam II) (1999),Horror,1.5
End of the Spear (2005),Drama,3.5
Two for the Seesaw (1962),Drama|Romance,2.5
"Detective, The (1968)",Crime|Drama,3.5
Monster House (2006),Animation|Children|Fantasy|Mystery,4
Combien Tu M'aimes? (How Much Do You Love Me?) (2005),Comedy|Romance,2
Colour Me Kubrick: A True...ish Story (2005),Comedy|Drama,4
Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,2.5
Scoop (2006),Comedy|Fantasy|Mystery,3
Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,4
Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,4
World Trade Center (2006),Drama,2
Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,3
Miami Vice (2006),Action|Crime|Drama|Thriller,4.5
Shadowboxer (2005),Crime|Drama|Thriller,2.5
On Dangerous Ground (1952),Crime|Drama|Film-Noir,1
"Pursuit of Happyness, The (2006)",Drama,2.5
Tears of the Black Tiger (Fah talai jone) (2000),Action|Comedy|Romance|Western,3.5
John Tucker Must Die (2006),Comedy|Romance,1.5
"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,2.5
Lady Killer (1933),Comedy|Crime,1.5
Mrs. Palfrey at the Claremont (2005),Comedy|Drama,3.5
Crank (2006),Action|Thriller,4
Chaos (2005),Action|Crime|Drama|Thriller,2
"Night Listener, The (2006)",Fantasy|Mystery|Thriller,2.5
Murmur of the Heart (Le souffle au coeur) (1971),Drama,4
"Left Hand of God, The (1955)",Drama,2.5
"Canterbury Tale, A (1944)",Drama|Mystery|War,2.5
Dirty Mary Crazy Larry (1974),Action|Crime|Drama|Romance,4
Step Up (2006),Drama|Romance,3
"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller,4.5
Half Nelson (2006),Drama,4
Tideland (2005),Drama|Fantasy|Thriller,3.5
G Men (1935),Crime|Drama,3.5
Cabin in the Sky (1943),Fantasy|Musical,4
Material Girls (2006),Children|Comedy|Drama,4
Accepted (2006),Comedy,3.5
Born to Kill (1947),Crime|Drama|Film-Noir,2
Heading South (Vers le sud) (2005),Drama,4
"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,4
Adventures of Don Juan (1948),Adventure|Romance,4
State of the Union (1948),Comedy|Drama,3
The Queen (2006),Drama,3.5
36 Quai des Orfèvres (Department 36) (2004),Action|Crime|Drama|Thriller,5
Beerfest (2006),Comedy,4.5
How to Eat Fried Worms (2006),Children|Drama,1
Invincible (2006),Drama,2.5
Idlewild (2006),Crime|Drama|Musical,4.5
"Slight Case of Murder, A (1938)",Comedy|Crime,3.5
"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy,2.5
Way Out West (1937),Comedy|Western,2.5
Angel-A (2005),Comedy|Drama|Fantasy|Romance,3.5
Green for Danger (1946),Crime|Mystery,3.5
"Chump at Oxford, A (1940)",Comedy,4
"Wicker Man, The (2006)",Horror|Mystery|Thriller,3.5
"Quiet, The (2005)",Crime|Drama|Mystery|Thriller,3
"Wind That Shakes the Barley, The (2006)",Drama|War,2
Overlord (1975),Drama|War,3
Severance (2006),Comedy|Horror|Thriller,1
Hollywoodland (2006),Crime|Drama|Mystery|Thriller,4
"Covenant, The (2006)",Action|Horror|Thriller,3.5
"Last Kiss, The (2006)",Comedy|Drama,3
Trust the Man (2005),Comedy|Drama|Romance,3
Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,2.5
Jesus Camp (2006),Documentary|Drama,1
Pretty Poison (1968),Comedy|Crime|Romance|Thriller,3.5
"Fountain, The (2006)",Drama|Fantasy|Romance,4.5
"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,3
Not as a Stranger (1955),Drama,3
"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,3.5
"Woods, The (2006)",Horror,1.5
Gridiron Gang (2006),Drama,2.5
Wonder Man (1945),Comedy|Fantasy|Musical,0.5
Lemming (2005),Drama|Mystery|Thriller,3.5
Taxidermia (2006),Comedy|Drama|Horror,3.5
"Bridge, The (2006)",Documentary,4.5
Empire Falls (2005),Drama|Romance,2
"Private Life of Henry VIII, The (1933)",Comedy|Drama,4.5
Apocalypto (2006),Adventure|Drama|Thriller,1.5
Flyboys (2006),Action|Adventure|Drama|War,3
Jackass Number Two (2006),Comedy|Documentary,2
All the King's Men (2006),Drama,3.5
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,3.5
Iraq for Sale: The War Profiteers (2006),Documentary,3
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,3.5
"Guardian, The (2006)",Action|Adventure|Drama,3
Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,3
School for Scoundrels (2006),Comedy|Crime,4.5
"Departed, The (2006)",Crime|Drama|Thriller,2.5
"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,2.5
Employee of the Month (2006),Comedy,3
Sirocco (1951),Action|Drama,0.5
Antibodies (Antikörper) (2005),Crime|Drama|Horror|Thriller,3.5
Dr. Cyclops (1940),Adventure|Horror|Sci-Fi,3
Running With Scissors (2006),Comedy|Drama,4.5
Brute Force (1947),Drama|Film-Noir|Thriller,4
Man of the Year (2006),Comedy|Thriller,2.5
"Marine, The (2006)",Action|Drama|Thriller,4
Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance,1
Offside (2006),Comedy|Drama,2
Little Children (2006),Drama|Romance,3.5
Deliver Us from Evil (2006),Documentary,2.5
F.I.S.T. (1978),Drama,3
Facing the Giants (2006),Action|Drama,3
"Last King of Scotland, The (2006)",Drama|Thriller,4
Shortbus (2006),Comedy|Drama|Romance,0.5
Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,2.5
"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,4.5
Flags of Our Fathers (2006),Drama|War,3.5
9th Company (2005),Action|Drama|War,4
Spies (Spione) (1928),Thriller,1.5
"Guide to Recognizing Your Saints, A (2006)",Crime|Drama,1
Saw III (2006),Crime|Horror|Thriller,3
